id,status,time,card_type,city,amount,fees,discount,balance_before,is_weekend
2620,reversed,2024-10-21 20:19:00,debit,Sanandaj,1430111,2495,21421,3177579,1
2621,pending,2024-07-27 03:54:00,credit,Ahvaz,2089659,4163,15695,5605445,0
2622,failed,2024-02-02 00:49:00,nano,Tabriz,1062944,6425,14472,2823710,1
2623,processing,2024-01-08 05:26:00,visa,Yazd,4974229,3699,28700,11145112,0
2624,processing,2024-02-04 23:00:00,prepaid,Karaj,1238172,2919,14786,5959133,0
2625,pending,2024-10-15 21:12:00,shaparak,Sanandaj,764819,5674,22356,4829166,0
2626,success,2024-12-13 20:48:00,shaparak,Qazvin,2409162,2849,18598,6538586,0
2627,failed,2024-04-11 16:58:00,visa,Kerman,2025572,5207,17013,6289223,1
2628,success,2024-07-08 07:09:00,shaparak,Kashan,1902673,2112,19063,6355510,1
2629,reversed,2024-01-02 00:09:00,visa,Rasht,4754790,6920,20756,10554605,0
2630,failed,2024-05-23 05:11:00,nano,Kerman,2220826,1289,17179,8239486,0
2631,pending,2024-07-06 18:30:00,nano,Kermanshah,1419512,3557,23351,4367105,1
2632,success,2024-10-19 17:17:00,virtual,Kermanshah,4277999,5373,16808,6769564,0
2633,reversed,2024-01-23 08:14:00,micro,Bandar Abbas,125529,70,7330,4705423,1
2634,processing,2024-04-27 15:01:00,micro,Qazvin,43218,1127,27593,160501,0
2635,success,2024-07-10 15:31:00,micro,Hamadan,2354399,2206,14722,6673598,1
2636,failed,2024-07-13 16:18:00,visa,Kashan,726080,3473,3399,2945458,1
2637,pending,2024-03-16 05:04:00,prepaid,Hamadan,4297372,1451,5891,6569151,0
2638,reversed,2024-12-07 07:02:00,micro,Hamadan,2502313,3597,27835,6936914,1
2639,success,2024-07-09 13:08:00,shaparak,Bandar Abbas,2228619,3248,2920,7847207,1
2640,failed,2024-04-26 05:00:00,prepaid,Qazvin,201716,6881,25474,552016,1
2641,reversed,2024-11-28 14:14:00,micro,Karaj,2882230,6374,8253,4152507,0
2642,pending,2024-04-28 07:54:00,visa,Kermanshah,2727426,6655,10387,6895181,1
2643,reversed,2024-05-06 17:13:00,mastercard,Rasht,1564475,2510,28817,5379860,1
2644,reversed,2024-05-19 22:18:00,shaparak,Shiraz,2496160,3281,1294,5451155,1
2645,success,2024-09-03 13:01:00,visa,Isfahan,2240841,365,1787,9114490,0
2646,pending,2024-01-07 16:32:00,debit,Sanandaj,3985453,4841,12729,10865806,0
2647,success,2024-10-09 20:22:00,gift,Rasht,3329093,2097,24447,4619215,0
2648,pending,2024-06-27 17:04:00,gift,Qom,1836782,918,19885,6455340,1
2649,pending,2024-08-18 21:40:00,gift,Rasht,4608731,6471,15892,5219278,1
2650,failed,2024-02-17 11:13:00,shaparak,Hamadan,2031034,1442,22185,4789096,1
2651,success,2024-12-07 01:45:00,micro,Hamadan,1261382,4668,3606,7227792,1
2652,reversed,2024-06-29 22:25:00,visa,Rasht,1867825,2639,23844,5821257,1
2653,failed,2024-09-18 08:27:00,nano,Qazvin,2756888,6208,16667,3147572,1
2654,reversed,2024-08-18 14:29:00,mastercard,Tehran,3240935,5382,7284,4222330,0
2655,failed,2024-04-16 00:24:00,mastercard,Isfahan,92012,2559,14166,1157977,0
2656,failed,2024-09-14 05:50:00,visa,Mashhad,1954858,2321,15248,4097884,0
2657,failed,2024-09-30 00:45:00,micro,Shiraz,444311,2042,12396,3192535,1
2658,processing,2024-11-26 03:26:00,gift,Kermanshah,1130884,299,8800,4597918,0
2659,reversed,2024-05-15 15:35:00,shaparak,Isfahan,4414868,5707,16664,5331205,0
2660,reversed,2024-05-24 21:51:00,prepaid,Mashhad,1637016,657,20118,4158215,0
2661,success,2024-07-17 22:31:00,virtual,Kashan,4753262,6913,8983,4847435,1
2662,pending,2024-08-29 23:25:00,credit,Kashan,3385663,5071,22012,6872313,1
2663,processing,2024-07-10 09:04:00,mastercard,Tehran,4877389,2823,331,10822772,0
2664,pending,2024-11-18 07:39:00,nano,Hamadan,2912780,3582,6890,7000697,0
2665,success,2024-03-28 11:48:00,visa,Kerman,4053579,4690,4292,9781571,1
2666,pending,2024-04-23 02:02:00,virtual,Isfahan,2133600,2591,26032,4548144,1
2667,reversed,2024-04-14 14:17:00,visa,Sanandaj,4388708,5140,943,10229029,0
2668,reversed,2024-11-22 01:13:00,prepaid,Hamadan,1475575,5697,26319,2449337,1
2669,pending,2024-08-02 10:37:00,gift,Shiraz,1009415,6238,9212,7814435,0
2670,failed,2024-10-16 08:17:00,virtual,Kerman,331276,6892,16487,5947392,0
2671,success,2024-07-07 08:10:00,debit,Sanandaj,4997448,6913,4819,6630216,1
2672,failed,2024-08-30 22:21:00,virtual,Karaj,75028,3078,13301,4223938,0
2673,processing,2024-12-06 01:40:00,shaparak,Arak,2599807,5520,5157,3299477,0
2674,failed,2024-06-23 05:59:00,credit,Sanandaj,4753471,904,1230,6642364,1
2675,success,2024-05-06 03:28:00,shaparak,Tehran,2490507,805,25385,3722088,1
2676,pending,2024-11-20 06:53:00,nano,Kerman,3613768,3489,18768,7879127,0
2677,failed,2024-08-07 20:44:00,gift,Bandar Abbas,1024292,1204,19750,7948557,1
2678,success,2024-07-15 08:28:00,credit,Qazvin,3036971,4768,22461,8661884,1
2679,reversed,2024-04-25 20:54:00,virtual,Karaj,4598582,5165,11985,7102474,0
2680,reversed,2024-02-05 06:40:00,prepaid,Kashan,1935942,507,24201,6117127,0
2681,success,2024-01-15 07:35:00,mastercard,Isfahan,920545,2686,29168,7455614,1
2682,reversed,2024-06-18 13:22:00,micro,Rasht,4785215,831,8044,11127621,1
2683,reversed,2024-12-04 21:46:00,shaparak,Hamadan,2544041,6780,8404,5872990,1
2684,processing,2024-10-12 00:28:00,prepaid,Karaj,2415857,4799,9625,6677183,1
2685,failed,2024-09-13 12:24:00,credit,Shiraz,2102025,4153,19621,2524862,1
2686,reversed,2024-03-01 15:57:00,mastercard,Kermanshah,1921051,2557,10161,8696744,1
2687,reversed,2024-03-20 09:43:00,mastercard,Ahvaz,2651658,1138,3905,3027674,0
2688,success,2024-09-23 11:21:00,debit,Hamadan,3571615,6698,28188,7768692,0
2689,processing,2024-03-08 01:46:00,micro,Tabriz,4016435,5950,29581,8842264,1
2690,failed,2024-07-25 13:31:00,gift,Kashan,878639,2264,8533,4166000,1
2691,reversed,2024-03-28 12:14:00,shaparak,Kerman,3484098,6459,7659,7243282,1
2692,reversed,2024-09-28 08:02:00,micro,Tehran,4588829,436,23995,8620608,1
2693,pending,2024-09-28 08:07:00,gift,Karaj,1763986,2030,22446,5215501,0
2694,reversed,2024-05-11 19:35:00,debit,Shiraz,3584963,1248,13935,8957003,1
2695,failed,2024-04-18 13:46:00,micro,Qom,2523692,529,12350,5093162,1
2696,failed,2024-08-16 02:05:00,nano,Ahvaz,3806012,6501,12600,10371688,1
2697,processing,2024-05-27 16:25:00,gift,Rasht,3963930,1806,15065,6642492,1
2698,processing,2024-12-29 00:09:00,credit,Rasht,587267,172,4956,651811,0
2699,processing,2024-03-03 22:01:00,gift,Mashhad,1042572,5693,21081,4946661,0
2700,pending,2024-01-12 21:37:00,visa,Hamadan,823346,4342,14886,1155829,0
2701,failed,2024-04-12 11:29:00,prepaid,Arak,2739267,4852,13507,7927453,1
2702,reversed,2024-06-29 19:13:00,micro,Karaj,472044,934,26834,549186,0
2703,failed,2024-03-24 06:53:00,visa,Bandar Abbas,1357010,4588,16088,6195051,1
2704,failed,2024-10-04 07:08:00,gift,Isfahan,2158079,2882,20111,5084136,1
2705,reversed,2024-06-11 03:10:00,mastercard,Arak,4636049,3854,23743,9275337,0
2706,reversed,2024-08-10 09:58:00,gift,Karaj,2331146,1691,24435,2755173,0
2707,reversed,2024-10-16 23:12:00,shaparak,Isfahan,3789341,3005,10358,9903774,1
2708,processing,2024-08-17 07:40:00,debit,Bandar Abbas,2217517,2592,3495,3339256,1
2709,processing,2024-12-10 10:14:00,micro,Kerman,3371687,2335,9309,3496360,0
2710,pending,2024-10-24 16:05:00,gift,Ahvaz,3476010,6918,14725,5671054,0
2711,processing,2024-10-27 14:40:00,virtual,Qazvin,2823103,5412,2775,9118363,0
2712,reversed,2024-01-16 23:32:00,gift,Shiraz,3928773,3305,24062,7647248,1
2713,processing,2024-09-19 01:40:00,gift,Isfahan,3756545,376,29413,6503969,1
2714,processing,2024-09-05 14:48:00,micro,Tabriz,3962407,6025,14809,8702577,0
2715,success,2024-02-18 00:04:00,shaparak,Hamadan,2052707,172,4654,4538676,1
2716,reversed,2024-03-19 12:11:00,nano,Qazvin,288227,1173,28482,5112133,0
2717,pending,2024-11-12 22:14:00,virtual,Karaj,3517468,4667,29856,8663620,0
2718,success,2024-03-16 03:37:00,shaparak,Tabriz,4094777,6452,10076,8434044,0
2719,processing,2024-10-23 15:45:00,shaparak,Isfahan,4843347,6056,27644,5702686,1
2720,processing,2024-12-10 08:07:00,micro,Bandar Abbas,3090440,1481,22108,6563189,1
2721,success,2024-11-18 07:06:00,prepaid,Shiraz,2869089,2746,2096,8269066,1
2722,failed,2024-02-17 22:51:00,credit,Ahvaz,2459414,4294,28915,7296895,0
2723,reversed,2024-06-26 19:49:00,gift,Qazvin,1298440,2913,6721,7811630,0
2724,success,2024-05-29 10:28:00,nano,Sanandaj,2935712,3018,7972,7065325,1
2725,processing,2024-08-21 10:13:00,debit,Karaj,3918141,4706,11921,8659454,0
2726,failed,2024-12-17 22:11:00,prepaid,Mashhad,1801940,4013,29809,2572193,0
2727,reversed,2024-01-31 08:12:00,mastercard,Yazd,4322534,1142,7971,6046989,0
2728,success,2024-01-25 15:05:00,visa,Hamadan,3812807,6423,4243,10082009,1
2729,failed,2024-03-23 14:57:00,virtual,Shiraz,2240194,201,24100,8549269,0
2730,success,2024-05-19 06:35:00,prepaid,Mashhad,1757273,302,14823,7445711,1
2731,pending,2024-04-14 02:15:00,mastercard,Sanandaj,339652,5546,16146,5147822,1
2732,pending,2024-05-26 04:27:00,gift,Arak,4898695,520,13523,9517740,0
2733,success,2024-04-07 23:55:00,gift,Bandar Abbas,2754378,6433,27406,4647346,0
2734,reversed,2024-06-25 12:20:00,credit,Kerman,4869603,5418,10899,4948723,1
2735,pending,2024-12-10 14:22:00,shaparak,Rasht,2449566,3682,5143,2939467,0
2736,reversed,2024-04-15 04:36:00,virtual,Kashan,3784932,6928,1568,4675074,0
2737,failed,2024-08-26 20:27:00,mastercard,Mashhad,1898893,3580,24208,3533222,0
2738,processing,2024-12-12 22:17:00,micro,Mashhad,2442132,1178,21911,5487761,0
2739,processing,2024-04-13 15:06:00,prepaid,Mashhad,3928469,235,24597,9151049,1
2740,failed,2024-02-02 14:16:00,virtual,Arak,1451441,476,883,3539167,0
2741,pending,2024-08-15 23:17:00,nano,Tabriz,430327,2887,17041,1825729,0
2742,success,2024-08-11 01:14:00,prepaid,Qazvin,4074656,1373,14618,7732752,1
2743,processing,2024-04-04 04:32:00,visa,Urmia,3226445,4267,22310,7643613,1
2744,success,2024-09-24 23:18:00,debit,Karaj,3351632,994,4167,6924736,0
2745,pending,2024-05-04 23:03:00,gift,Yazd,910112,1480,24787,3920124,0
2746,failed,2024-05-22 18:28:00,micro,Rasht,2723488,3677,16690,9126679,0
2747,reversed,2024-11-04 17:20:00,nano,Yazd,2486607,5401,452,5186832,1
2748,processing,2024-04-16 00:19:00,shaparak,Kerman,2050375,638,19217,3115859,1
2749,failed,2024-06-16 06:48:00,visa,Rasht,1448650,5758,26245,2716906,1
2750,processing,2024-09-11 16:08:00,mastercard,Hamadan,431121,1885,11148,1298163,0
2751,success,2024-02-10 17:51:00,gift,Tabriz,3606107,4088,16296,10012443,1
2752,failed,2024-04-15 18:40:00,shaparak,Urmia,1692871,4026,23131,7899751,0
2753,processing,2024-09-25 05:07:00,credit,Qom,4262333,4307,3749,8747356,1
2754,reversed,2024-03-03 11:41:00,nano,Kerman,2334854,4112,4264,7187192,0
2755,processing,2024-01-11 03:19:00,micro,Karaj,1773231,6568,25082,3521974,0
2756,failed,2024-04-22 16:19:00,visa,Sanandaj,3136774,2070,644,5796132,0
2757,failed,2024-02-21 04:11:00,mastercard,Urmia,3646478,2275,26986,9033076,0
2758,pending,2024-12-17 00:41:00,shaparak,Isfahan,1134141,3860,5373,6316749,1
2759,processing,2024-12-17 22:31:00,nano,Isfahan,1590769,1811,4116,6209611,1
2760,reversed,2024-12-26 22:44:00,nano,Hamadan,2803496,4982,23567,7894390,1
2761,pending,2024-01-01 20:18:00,prepaid,Qazvin,3625516,4369,27269,7642489,0
2762,reversed,2024-09-14 03:08:00,gift,Kerman,4397038,5184,12965,5165039,0
2763,failed,2024-07-15 07:16:00,mastercard,Tehran,970922,998,1212,7565980,0
2764,processing,2024-04-22 14:08:00,credit,Kashan,3345475,1873,15752,4088690,0
2765,success,2024-05-06 10:12:00,visa,Rasht,458872,4314,13462,4028970,0
2766,processing,2024-04-11 05:07:00,shaparak,Shiraz,863277,172,8537,5299617,1
2767,failed,2024-09-20 17:46:00,mastercard,Isfahan,3642842,5984,26558,8449649,0
2768,success,2024-05-27 04:59:00,gift,Kerman,2034033,3755,2544,4945947,1
2769,success,2024-06-19 00:44:00,visa,Hamadan,3530686,2380,23898,6297958,0
2770,failed,2024-02-13 13:42:00,gift,Arak,2438298,3556,6816,4237600,1
2771,processing,2024-02-27 04:50:00,nano,Isfahan,1764798,6723,21206,8668609,0
2772,processing,2024-07-24 21:38:00,prepaid,Kashan,91064,2560,20250,3038035,0
2773,reversed,2024-10-12 03:49:00,debit,Mashhad,4916412,1048,4998,11468768,1
2774,success,2024-11-04 22:35:00,credit,Bandar Abbas,2362739,2285,3486,4703933,1
2775,pending,2024-06-13 20:13:00,credit,Sanandaj,2022530,6950,10213,4477390,1
2776,failed,2024-07-10 22:14:00,gift,Ahvaz,348908,5766,4415,2644495,1
2777,failed,2024-10-05 14:10:00,micro,Tehran,4144377,2750,29442,5211651,0
2778,pending,2024-12-22 17:30:00,prepaid,Arak,3578622,2062,18699,5234553,1
2779,failed,2024-01-07 00:30:00,visa,Shiraz,4373599,5790,10487,9385458,0
2780,success,2024-06-23 10:59:00,shaparak,Rasht,4177244,6506,16222,9221409,1
2781,failed,2024-06-11 15:35:00,virtual,Kerman,2549121,5940,18947,8449339,1
2782,pending,2024-03-04 23:51:00,virtual,Rasht,1403607,3981,15050,2042590,0
2783,reversed,2024-09-24 12:22:00,gift,Rasht,3901540,3481,5945,9590845,1
2784,pending,2024-06-26 06:49:00,credit,Kerman,4234381,1226,18078,10926430,1
2785,processing,2024-09-04 02:31:00,shaparak,Qom,145095,4018,3135,4405608,0
2786,reversed,2024-10-27 21:04:00,debit,Qazvin,1295554,5512,25769,6615611,1
2787,pending,2024-09-19 12:34:00,prepaid,Karaj,4943880,286,28707,9751127,1
2788,pending,2024-08-31 08:17:00,micro,Urmia,1666163,4277,23076,7444551,1
2789,pending,2024-02-18 04:52:00,debit,Qazvin,1416395,2820,25252,4331334,0
2790,failed,2024-06-18 06:36:00,nano,Qom,2662048,4085,17874,5232206,1
2791,failed,2024-10-21 16:20:00,virtual,Bandar Abbas,3246078,623,1647,7634971,1
2792,processing,2024-06-14 00:10:00,virtual,Qazvin,2719942,4848,4416,8460733,1
2793,processing,2024-01-30 18:28:00,micro,Mashhad,586415,2089,27689,1756914,1
2794,failed,2024-01-20 00:09:00,debit,Yazd,4379356,2665,2761,10525378,1
2795,reversed,2024-10-11 09:07:00,gift,Hamadan,1817969,6698,10973,4681462,0
2796,success,2024-03-17 09:49:00,virtual,Ahvaz,328739,2290,6960,6702130,0
2797,failed,2024-03-02 17:49:00,prepaid,Karaj,4676050,2911,2135,5422669,1
2798,success,2024-12-02 07:43:00,debit,Tehran,3163077,1241,15260,8790422,0
2799,reversed,2024-03-05 15:33:00,prepaid,Ahvaz,4019823,1101,12365,9232494,1
2800,reversed,2024-07-02 07:32:00,micro,Rasht,433575,1882,10978,6302599,0
2801,reversed,2024-09-07 18:47:00,credit,Tehran,3496429,723,22773,6429527,1
2802,failed,2024-05-08 00:19:00,virtual,Kashan,1717102,5839,7724,5877006,0
2803,pending,2024-07-08 08:22:00,mastercard,Kermanshah,3796590,4524,9468,8213242,1
2804,pending,2024-11-24 12:43:00,credit,Shiraz,115736,1973,27856,4007065,0
2805,success,2024-11-29 05:48:00,visa,Kashan,4276633,1837,25482,6261307,0
2806,pending,2024-02-13 02:32:00,micro,Qazvin,2298948,3119,10892,7215799,0
2807,success,2024-09-23 12:14:00,prepaid,Tehran,4188048,2258,27464,6976996,0
2808,pending,2024-12-02 10:06:00,prepaid,Kerman,2755125,446,17239,6377064,0
2809,failed,2024-07-03 00:10:00,credit,Arak,4069684,1555,590,4116337,1
2810,success,2024-06-29 06:00:00,mastercard,Bandar Abbas,2253245,1657,1133,4878501,0
2811,success,2024-10-16 02:35:00,prepaid,Kermanshah,3390261,6965,25442,3575728,1
2812,reversed,2024-10-26 09:15:00,mastercard,Rasht,2046102,404,22365,3987898,0
2813,success,2024-03-16 11:09:00,debit,Rasht,4800745,6106,23204,6998689,1
2814,reversed,2024-04-18 15:53:00,prepaid,Kashan,4877199,6178,335,11790936,0
2815,reversed,2024-10-25 03:53:00,mastercard,Kashan,3920040,2581,10081,4459943,0
2816,pending,2024-07-15 21:34:00,visa,Qazvin,4493667,3350,14019,10324323,0
2817,pending,2024-01-17 13:10:00,visa,Kashan,2360636,2493,13689,5690359,1
2818,processing,2024-09-10 17:50:00,gift,Tabriz,3911027,5338,26778,7626879,0
2819,pending,2024-05-21 06:37:00,visa,Tabriz,4881182,3787,12311,7413918,1
2820,success,2024-12-27 20:03:00,gift,Mashhad,822912,5309,12336,5306396,0
2821,processing,2024-09-21 06:27:00,gift,Shiraz,3761243,1996,15262,4256270,1
2822,failed,2024-12-09 23:33:00,prepaid,Arak,928246,6127,3411,5014039,0
2823,reversed,2024-02-11 08:41:00,virtual,Tabriz,115491,4545,27839,6449579,0
2824,failed,2024-07-23 01:54:00,virtual,Arak,3695828,417,514,5210503,1
2825,pending,2024-07-10 02:00:00,debit,Kermanshah,2629447,688,5531,5031690,1
2826,reversed,2024-05-25 06:49:00,shaparak,Mashhad,3768126,3019,26948,6479612,1
2827,processing,2024-02-27 08:28:00,micro,Kermanshah,1161334,5709,24986,7243922,0
2828,failed,2024-04-05 18:09:00,debit,Yazd,3192332,4290,1724,7284263,1
2829,processing,2024-11-05 16:12:00,micro,Kerman,1380623,5505,551,3116097,1
2830,success,2024-12-27 05:17:00,credit,Urmia,4650263,6231,28354,8278387,1
2831,pending,2024-06-15 17:20:00,credit,Qazvin,2297232,4692,18345,5922059,0
2832,processing,2024-05-14 11:28:00,visa,Karaj,74677,1306,3007,6978167,1
2833,reversed,2024-01-16 05:01:00,micro,Qom,2290895,279,26300,2874370,1
2834,processing,2024-10-12 14:39:00,prepaid,Kermanshah,1058556,6247,26642,1344946,1
2835,pending,2024-02-01 01:36:00,credit,Arak,632790,2906,6752,2015395,1
2836,failed,2024-03-05 05:06:00,mastercard,Tehran,2404444,1087,4715,8622746,1
2837,success,2024-05-08 13:43:00,credit,Ahvaz,2180876,3242,8070,4048879,1
2838,processing,2024-02-26 15:25:00,nano,Kermanshah,707715,6151,22802,5408550,1
2839,failed,2024-12-03 13:05:00,credit,Mashhad,4336380,4181,14390,10316196,0
2840,pending,2024-11-10 15:27:00,virtual,Yazd,2474886,5320,13731,4543169,1
2841,processing,2024-12-23 10:21:00,visa,Kerman,4007346,2147,23846,7767430,0
2842,reversed,2024-04-25 08:34:00,visa,Tabriz,2164908,2912,1489,7706812,0
2843,processing,2024-04-09 16:34:00,credit,Tabriz,2755894,2764,24813,7194492,1
2844,failed,2024-05-10 04:48:00,debit,Rasht,3774286,3322,3184,3915808,0
2845,failed,2024-11-22 15:00:00,prepaid,Mashhad,1334439,6893,10380,6110294,0
2846,failed,2024-08-21 00:33:00,mastercard,Tabriz,809940,5682,5186,1429947,1
2847,processing,2024-11-26 04:51:00,virtual,Shiraz,2334532,5038,26197,8665940,0
2848,reversed,2024-11-15 05:13:00,virtual,Urmia,3864493,6019,13838,8981983,1
2849,success,2024-02-13 00:09:00,credit,Tehran,1491211,5426,5565,4370835,0
2850,reversed,2024-03-06 03:57:00,nano,Qom,1331567,2367,1737,7811991,0
2851,pending,2024-04-29 05:35:00,credit,Hamadan,154322,947,17425,5171075,1
2852,pending,2024-12-12 10:23:00,micro,Arak,2092995,576,21308,3384066,0
2853,processing,2024-09-01 14:03:00,debit,Shiraz,2619518,3607,24632,5417552,1
2854,failed,2024-04-10 23:24:00,mastercard,Qazvin,3325891,4932,11241,6227193,1
2855,success,2024-11-06 09:19:00,shaparak,Rasht,3274630,6022,5744,3360729,0
2856,failed,2024-02-22 22:06:00,virtual,Kashan,2602834,2494,7641,9119106,0
2857,pending,2024-12-17 19:11:00,shaparak,Arak,3623458,5626,22482,8491525,1
2858,pending,2024-02-19 03:20:00,debit,Kermanshah,171932,5797,9297,583665,1
2859,success,2024-10-14 20:19:00,micro,Qazvin,571161,324,27371,3344994,0
2860,processing,2024-04-01 00:46:00,credit,Isfahan,3563563,832,3766,8071861,0
2861,reversed,2024-01-02 17:18:00,visa,Qazvin,2349894,5022,6960,4320671,1
2862,reversed,2024-07-08 02:29:00,debit,Hamadan,702139,5572,614,1278668,0
2863,reversed,2024-03-24 21:41:00,debit,Ahvaz,1357001,4672,25972,2725975,0
2864,processing,2024-10-04 17:45:00,mastercard,Kashan,3837326,2225,24361,5524315,1
2865,success,2024-09-29 07:34:00,gift,Mashhad,91276,6689,13492,2114981,0
2866,pending,2024-10-10 13:49:00,credit,Kerman,1339052,5712,21422,7685537,0
2867,pending,2024-10-10 06:25:00,mastercard,Mashhad,559539,4949,9918,904138,1
2868,failed,2024-11-04 10:00:00,micro,Urmia,4852485,3830,20022,5355326,1
2869,processing,2024-07-07 21:55:00,visa,Bandar Abbas,2158515,4013,186,4171321,1
2870,success,2024-12-21 12:20:00,mastercard,Ahvaz,3691405,3803,20854,8527360,0
2871,processing,2024-06-28 01:39:00,nano,Shiraz,3601784,1285,14039,7700501,1
2872,failed,2024-06-12 15:14:00,visa,Rasht,1692471,562,25312,1994712,1
2873,failed,2024-01-08 07:32:00,virtual,Tehran,2062758,5844,26754,8139825,0
2874,failed,2024-12-11 16:50:00,micro,Shiraz,254210,4642,29951,6688771,0
2875,reversed,2024-02-04 04:19:00,credit,Ahvaz,3946179,1366,23277,9069807,1
2876,pending,2024-02-29 12:16:00,prepaid,Tehran,597623,5001,16537,1396208,0
2877,pending,2024-11-02 08:23:00,visa,Tabriz,416675,4072,12539,3170735,1
2878,pending,2024-09-24 15:11:00,mastercard,Tabriz,2349083,4052,23257,5174516,0
2879,pending,2024-06-09 12:48:00,credit,Hamadan,274102,3049,20610,5365453,0
2880,failed,2024-05-07 11:03:00,nano,Isfahan,697495,5682,10480,2713992,1
2881,failed,2024-06-16 13:04:00,visa,Yazd,4841448,5048,26156,9833656,0
2882,failed,2024-12-29 13:07:00,prepaid,Kerman,3479919,5171,1608,6904049,0
2883,success,2024-03-09 22:23:00,nano,Karaj,1561827,2274,1251,4418371,0
2884,reversed,2024-08-16 13:16:00,prepaid,Hamadan,4121447,3045,26649,4812983,0
2885,failed,2024-01-12 00:53:00,virtual,Tabriz,4847936,298,2139,8225071,0
2886,success,2024-03-26 01:23:00,prepaid,Hamadan,1841669,1055,22,5661792,1
2887,success,2024-11-23 05:34:00,nano,Mashhad,4863701,4540,24695,4949758,1
2888,processing,2024-12-20 16:02:00,credit,Ahvaz,2579644,1071,26317,3295170,1
2889,reversed,2024-01-03 22:37:00,visa,Hamadan,782265,3875,5917,3362993,0
2890,processing,2024-08-15 03:45:00,mastercard,Karaj,2422812,4843,16324,6389905,0
2891,processing,2024-05-11 18:25:00,shaparak,Qom,3997696,816,27063,7335865,0
2892,failed,2024-01-02 09:27:00,mastercard,Ahvaz,2670172,1063,9329,3384607,1
2893,reversed,2024-03-26 20:02:00,credit,Yazd,2852179,532,14179,8086548,1
